ticket_id,created_date,category,priority,status,support_team,ticket_text,customer_impact,resolution_minutes
TKT200849,2026-10-30 18:00:00,Network,Medium,New,Network,Customer portal showing an error,Critical,345
TKT200850,2026-10-31 12:00:00,Authentication,Low,Closed,Platform,Database query timing out,Low,311
TKT200851,2026-11-01 06:00:00,Database,Low,New,Platform,Password reset completed but login still fails,Low,553
TKT200852,2026-11-02 00:00:00,Performance,Critical,Assigned,Network,Customer portal showing an error,Medium,528
TKT200853,2026-11-02 18:00:00,Authentication,High,New,Platform,Data refresh has not completed,Low,791
TKT200854,2026-11-03 12:00:00,Access,Critical,Assigned,DBA,User cannot access required application,High,562
TKT200855,2026-11-04 06:00:00,Network,Low,Assigned,Application Support,Password reset completed but login still fails,Medium,237
TKT200856,2026-11-05 00:00:00,Database,Medium,New,SRE,Application is responding slowly,Low,566
TKT200857,2026-11-05 18:00:00,Access,Medium,In Progress,Platform,User cannot access required application,Low,964
TKT200858,2026-11-06 12:00:00,Database,Medium,Closed,SRE,Data refresh has not completed,Low,580
TKT200859,2026-11-07 06:00:00,Database,High,New,Application Support,Data refresh has not completed,High,594
TKT200860,2026-11-08 00:00:00,Application,Medium,Closed,Security,Data refresh has not completed,Critical,180
TKT200861,2026-11-08 18:00:00,Performance,Critical,In Progress,Platform,Network connectivity is intermittent,Medium,12
TKT200862,2026-11-09 12:00:00,Performance,Medium,In Progress,Network,User cannot access required application,Low,213
TKT200863,2026-11-10 06:00:00,Access,Medium,In Progress,Security,Customer portal showing an error,High,30
TKT200864,2026-11-11 00:00:00,Access,Medium,Assigned,Application Support,Customer portal showing an error,Critical,454
TKT200865,2026-11-11 18:00:00,Performance,Medium,New,DBA,Customer portal showing an error,Low,882
TKT200866,2026-11-12 12:00:00,Database,Low,In Progress,Platform,Customer portal showing an error,Critical,449
TKT200867,2026-11-13 06:00:00,Database,Medium,Closed,Security,Password reset completed but login still fails,Low,647
TKT200868,2026-11-14 00:00:00,Network,High,In Progress,Security,Data refresh has not completed,Medium,856
TKT200869,2026-11-14 18:00:00,Access,High,In Progress,DBA,Unable to connect to corporate VPN,High,764
TKT200870,2026-11-15 12:00:00,Access,Medium,Resolved,SRE,Database query timing out,Low,652
TKT200871,2026-11-16 06:00:00,Authentication,High,Assigned,Security,Database query timing out,Medium,785
TKT200872,2026-11-17 00:00:00,Performance,High,New,SRE,Data refresh has not completed,Low,284
TKT200873,2026-11-17 18:00:00,Database,High,In Progress,Application Support,Unable to connect to corporate VPN,Low,423
TKT200874,2026-11-18 12:00:00,Data,High,Closed,Application Support,Database query timing out,Critical,401
TKT200875,2026-11-19 06:00:00,Access,Medium,Assigned,DBA,Application is responding slowly,Low,799
TKT200876,2026-11-20 00:00:00,Data,Medium,Closed,DBA,Unable to connect to corporate VPN,Low,411
TKT200877,2026-11-20 18:00:00,Access,High,Closed,SRE,Password reset completed but login still fails,Low,937
TKT200878,2026-11-21 12:00:00,Application,Medium,Assigned,Application Support,Database query timing out,Low,190
TKT200879,2026-11-22 06:00:00,Authentication,High,In Progress,Platform,Data refresh has not completed,High,176
TKT200880,2026-11-23 00:00:00,Network,Medium,Resolved,Platform,Database query timing out,Critical,717
TKT200881,2026-11-23 18:00:00,Performance,High,In Progress,Security,Data refresh has not completed,Low,765
TKT200882,2026-11-24 12:00:00,Network,Medium,Resolved,Application Support,Customer portal showing an error,High,680
TKT200883,2026-11-25 06:00:00,VPN,Low,Closed,Network,Network connectivity is intermittent,Medium,311
TKT200884,2026-11-26 00:00:00,Authentication,Medium,Resolved,DBA,Network connectivity is intermittent,Low,14
TKT200885,2026-11-26 18:00:00,Application,Critical,Closed,DBA,Customer portal showing an error,High,324
TKT200886,2026-11-27 12:00:00,Access,High,Closed,Platform,Customer portal showing an error,Low,469
TKT200887,2026-11-28 06:00:00,Data,High,Closed,DBA,Password reset completed but login still fails,High,415
TKT200888,2026-11-29 00:00:00,Data,Low,Closed,Application Support,Customer portal showing an error,High,922
TKT200889,2026-11-29 18:00:00,Application,High,Assigned,Network,Unable to connect to corporate VPN,High,864
TKT200890,2026-11-30 12:00:00,Application,Low,New,Security,Customer portal showing an error,Low,776
TKT200891,2026-12-01 06:00:00,Performance,Medium,New,Security,Customer portal showing an error,Medium,26
TKT200892,2026-12-02 00:00:00,VPN,Medium,Assigned,Application Support,Network connectivity is intermittent,High,131
TKT200893,2026-12-02 18:00:00,Application,Low,Resolved,Security,Customer portal showing an error,Critical,436
TKT200894,2026-12-03 12:00:00,Network,Critical,In Progress,Application Support,Application is responding slowly,Low,623
TKT200895,2026-12-04 06:00:00,Performance,Medium,In Progress,Security,Application is responding slowly,Medium,681
TKT200896,2026-12-05 00:00:00,Performance,High,New,Application Support,User cannot access required application,Critical,299
TKT200897,2026-12-05 18:00:00,Access,Low,Resolved,Security,Database query timing out,Medium,114
TKT200898,2026-12-06 12:00:00,Access,Medium,Assigned,Application Support,Application is responding slowly,Medium,331
TKT200899,2026-12-07 06:00:00,Access,Critical,Resolved,Application Support,Database query timing out,Critical,793
TKT200900,2026-12-08 00:00:00,Application,Low,New,Application Support,User cannot access required application,Critical,986
TKT200901,2026-12-08 18:00:00,Authentication,Critical,Assigned,DBA,Password reset completed but login still fails,High,942
TKT200902,2026-12-09 12:00:00,Database,High,New,Security,Customer portal showing an error,High,595
TKT200903,2026-12-10 06:00:00,Access,Medium,Assigned,Application Support,Application is responding slowly,High,95
TKT200904,2026-12-11 00:00:00,Application,Medium,Closed,Network,Application is responding slowly,Medium,967
TKT200905,2026-12-11 18:00:00,Authentication,Low,In Progress,SRE,Database query timing out,Critical,157
TKT200906,2026-12-12 12:00:00,Data,Medium,In Progress,Application Support,Unable to connect to corporate VPN,Low,271
TKT200907,2026-12-13 06:00:00,Data,Medium,Assigned,DBA,User cannot access required application,Low,974
TKT200908,2026-12-14 00:00:00,Access,High,Assigned,Network,Customer portal showing an error,High,506
TKT200909,2026-12-14 18:00:00,Authentication,High,Resolved,Security,Data refresh has not completed,Critical,201
TKT200910,2026-12-15 12:00:00,Data,Low,Closed,SRE,Application is responding slowly,Critical,504
TKT200911,2026-12-16 06:00:00,Authentication,High,Resolved,Network,User cannot access required application,High,83
TKT200912,2026-12-17 00:00:00,Network,Medium,Resolved,Platform,User cannot access required application,Medium,319
TKT200913,2026-12-17 18:00:00,Performance,High,In Progress,Platform,Customer portal showing an error,Medium,952
TKT200914,2026-12-18 12:00:00,Application,High,New,Application Support,User cannot access required application,Medium,302
TKT200915,2026-12-19 06:00:00,Authentication,Medium,Resolved,DBA,Network connectivity is intermittent,Medium,893
TKT200916,2026-12-20 00:00:00,VPN,Medium,Closed,SRE,Network connectivity is intermittent,Medium,545
TKT200917,2026-12-20 18:00:00,Database,Medium,In Progress,Network,Unable to connect to corporate VPN,Low,657
TKT200918,2026-12-21 12:00:00,Access,Low,New,Platform,Application is responding slowly,Medium,704
TKT200919,2026-12-22 06:00:00,Access,High,Resolved,Application Support,Customer portal showing an error,Critical,553
TKT200920,2026-12-23 00:00:00,Authentication,Medium,Closed,Platform,User cannot access required application,High,39
TKT200921,2026-12-23 18:00:00,Authentication,Critical,Assigned,Network,Database query timing out,Low,919
TKT200922,2026-12-24 12:00:00,Access,Medium,New,Network,Password reset completed but login still fails,Medium,477
TKT200923,2026-12-25 06:00:00,Authentication,Medium,Resolved,Platform,User cannot access required application,Medium,657
TKT200924,2026-12-26 00:00:00,VPN,Medium,Assigned,Security,Customer portal showing an error,Medium,556
TKT200925,2026-12-26 18:00:00,Network,High,Resolved,DBA,Unable to connect to corporate VPN,High,660
TKT200926,2026-12-27 12:00:00,Application,Low,Resolved,Network,User cannot access required application,Critical,357
TKT200927,2026-12-28 06:00:00,Authentication,Low,Assigned,Network,Data refresh has not completed,High,844
TKT200928,2026-12-29 00:00:00,Authentication,Low,New,Security,User cannot access required application,Medium,228
TKT200929,2026-12-29 18:00:00,Authentication,Critical,In Progress,SRE,Data refresh has not completed,Low,654
TKT200930,2026-12-30 12:00:00,Database,Low,In Progress,Application Support,Application is responding slowly,Low,580
TKT200931,2026-12-31 06:00:00,VPN,High,Closed,DBA,Unable to connect to corporate VPN,Critical,506
TKT200932,2027-01-01 00:00:00,VPN,Medium,Assigned,Platform,Customer portal showing an error,High,26
TKT200933,2027-01-01 18:00:00,Database,High,Assigned,DBA,Password reset completed but login still fails,High,392
TKT200934,2027-01-02 12:00:00,VPN,High,Closed,Application Support,Unable to connect to corporate VPN,High,52
TKT200935,2027-01-03 06:00:00,Database,Medium,Resolved,Platform,Password reset completed but login still fails,Critical,505
TKT200936,2027-01-04 00:00:00,Application,High,Resolved,DBA,Data refresh has not completed,Critical,689
TKT200937,2027-01-04 18:00:00,VPN,Medium,Closed,DBA,Network connectivity is intermittent,Low,524
TKT200938,2027-01-05 12:00:00,Application,Medium,Resolved,Security,Application is responding slowly,Medium,758
TKT200939,2027-01-06 06:00:00,Application,Low,Closed,DBA,User cannot access required application,Low,364
TKT200940,2027-01-07 00:00:00,Application,Medium,Resolved,Security,Application is responding slowly,Medium,309
TKT200941,2027-01-07 18:00:00,Access,Medium,In Progress,Security,Password reset completed but login still fails,High,450
TKT200942,2027-01-08 12:00:00,Performance,High,New,Application Support,Data refresh has not completed,Low,232
TKT200943,2027-01-09 06:00:00,VPN,Low,Resolved,Network,Network connectivity is intermittent,Low,802
TKT200944,2027-01-10 00:00:00,Authentication,Critical,Resolved,Security,Application is responding slowly,Medium,810
TKT200945,2027-01-10 18:00:00,Database,High,Closed,Platform,Application is responding slowly,High,419
TKT200946,2027-01-11 12:00:00,Access,Critical,Resolved,Application Support,Network connectivity is intermittent,High,793
TKT200947,2027-01-12 06:00:00,Performance,Medium,In Progress,Application Support,Database query timing out,Low,30
TKT200948,2027-01-13 00:00:00,Data,Medium,In Progress,Platform,Database query timing out,Low,159
TKT200949,2027-01-13 18:00:00,Application,Medium,New,DBA,Database query timing out,Critical,286
TKT200950,2027-01-14 12:00:00,Network,Medium,New,Security,Database query timing out,High,390
TKT200951,2027-01-15 06:00:00,Network,Medium,New,SRE,User cannot access required application,Critical,235
TKT200952,2027-01-16 00:00:00,VPN,Medium,Closed,Security,Unable to connect to corporate VPN,Critical,514
TKT200953,2027-01-16 18:00:00,Network,Critical,Resolved,Security,Database query timing out,Critical,794
TKT200954,2027-01-17 12:00:00,Application,Medium,Assigned,Application Support,Database query timing out,High,458
TKT200955,2027-01-18 06:00:00,Authentication,Medium,In Progress,Platform,Application is responding slowly,Critical,452
TKT200956,2027-01-19 00:00:00,Performance,Medium,In Progress,Security,Application is responding slowly,Medium,64
TKT200957,2027-01-19 18:00:00,Performance,Critical,Assigned,Security,Database query timing out,Critical,283
TKT200958,2027-01-20 12:00:00,Database,Medium,In Progress,SRE,Application is responding slowly,Medium,808
TKT200959,2027-01-21 06:00:00,Data,Medium,Assigned,Security,Data refresh has not completed,Medium,811
TKT200960,2027-01-22 00:00:00,VPN,Critical,Resolved,DBA,User cannot access required application,High,108
TKT200961,2027-01-22 18:00:00,Data,High,Resolved,Application Support,User cannot access required application,Medium,24
TKT200962,2027-01-23 12:00:00,Performance,Medium,New,SRE,Application is responding slowly,Low,831
TKT200963,2027-01-24 06:00:00,Authentication,Medium,In Progress,Application Support,Data refresh has not completed,Critical,178
TKT200964,2027-01-25 00:00:00,Access,Medium,Closed,DBA,Unable to connect to corporate VPN,Medium,576
TKT200965,2027-01-25 18:00:00,Database,High,Closed,Platform,User cannot access required application,Critical,827
TKT200966,2027-01-26 12:00:00,Performance,Medium,Resolved,Network,Password reset completed but login still fails,Medium,788
TKT200967,2027-01-27 06:00:00,Authentication,High,Resolved,Security,Network connectivity is intermittent,Critical,552
TKT200968,2027-01-28 00:00:00,Authentication,Medium,New,Application Support,Database query timing out,High,379
TKT200969,2027-01-28 18:00:00,Database,Medium,Closed,Platform,Application is responding slowly,Critical,774
TKT200970,2027-01-29 12:00:00,Authentication,Medium,Resolved,Application Support,Unable to connect to corporate VPN,Critical,696
TKT200971,2027-01-30 06:00:00,Database,Critical,Closed,DBA,Network connectivity is intermittent,Low,838
TKT200972,2027-01-31 00:00:00,Application,Medium,Closed,Platform,Database query timing out,Critical,516
TKT200973,2027-01-31 18:00:00,Access,Low,Assigned,DBA,Application is responding slowly,Critical,942
TKT200974,2027-02-01 12:00:00,Application,Low,New,Security,Network connectivity is intermittent,High,770
TKT200975,2027-02-02 06:00:00,Authentication,High,Resolved,SRE,Unable to connect to corporate VPN,Critical,68
TKT200976,2027-02-03 00:00:00,Authentication,Medium,In Progress,SRE,Database query timing out,Critical,297
TKT200977,2027-02-03 18:00:00,Data,Medium,New,SRE,Password reset completed but login still fails,High,800
TKT200978,2027-02-04 12:00:00,Database,High,Assigned,DBA,Password reset completed but login still fails,Medium,120
TKT200979,2027-02-05 06:00:00,VPN,Medium,Closed,SRE,Unable to connect to corporate VPN,Critical,710
TKT200980,2027-02-06 00:00:00,Network,Medium,Assigned,Application Support,Password reset completed but login still fails,Low,343
TKT200981,2027-02-06 18:00:00,VPN,Medium,Assigned,SRE,Data refresh has not completed,High,210
TKT200982,2027-02-07 12:00:00,Database,Low,Resolved,SRE,Database query timing out,Critical,542
TKT200983,2027-02-08 06:00:00,Performance,Medium,Resolved,Platform,Data refresh has not completed,Critical,932
TKT200984,2027-02-09 00:00:00,Database,Medium,Assigned,Security,Application is responding slowly,Medium,898
TKT200985,2027-02-09 18:00:00,Access,Medium,Closed,Application Support,Network connectivity is intermittent,Low,407
TKT200986,2027-02-10 12:00:00,Network,Critical,In Progress,Platform,Unable to connect to corporate VPN,Medium,8
TKT200987,2027-02-11 06:00:00,Database,Medium,New,DBA,Unable to connect to corporate VPN,Critical,888
TKT200988,2027-02-12 00:00:00,Access,Low,Assigned,Security,Unable to connect to corporate VPN,High,897
TKT200989,2027-02-12 18:00:00,Application,Medium,Closed,Security,Data refresh has not completed,Low,607
TKT200990,2027-02-13 12:00:00,Database,High,New,SRE,Customer portal showing an error,Low,630
TKT200991,2027-02-14 06:00:00,Authentication,Medium,New,Application Support,Customer portal showing an error,Medium,529
TKT200992,2027-02-15 00:00:00,Data,Low,Resolved,Application Support,Data refresh has not completed,Medium,17
TKT200993,2027-02-15 18:00:00,Authentication,Low,In Progress,Security,Application is responding slowly,Low,163
TKT200994,2027-02-16 12:00:00,Data,Medium,Assigned,DBA,Customer portal showing an error,Medium,147
TKT200995,2027-02-17 06:00:00,Network,Medium,In Progress,Network,User cannot access required application,Medium,914
TKT200996,2027-02-18 00:00:00,Data,Medium,New,Application Support,User cannot access required application,Low,54
TKT200997,2027-02-18 18:00:00,Database,Low,Assigned,Application Support,Customer portal showing an error,Low,558
TKT200998,2027-02-19 12:00:00,Application,Low,Assigned,DBA,Database query timing out,High,365
TKT200999,2027-02-20 06:00:00,Application,Low,In Progress,Security,Unable to connect to corporate VPN,Critical,11
